"chrom"	"start"	"end"	"cytoband"	"arm"
15	3400000	7700000	"p12"	"15p"
15	7700000	13800000	"p11.2"	"15p"
15	13800000	16700000	"p11.1"	"15p"
15	16700000	19400000	"q11.1"	"15q"
15	19400000	25700000	"q11.2"	"15q"
15	25700000	28100000	"q12"	"15q"
15	28100000	30300000	"q13.1"	"15q"
15	30300000	31200000	"q13.2"	"15q"
15	31200000	33600000	"q13.3"	"15q"
15	33600000	40100000	"q14"	"15q"
15	40100000	42900000	"q15.1"	"15q"
15	42900000	43600000	"q15.2"	"15q"
15	43600000	44800000	"q15.3"	"15q"
15	44800000	49500000	"q21.1"	"15q"
15	49500000	52900000	"q21.2"	"15q"
15	52900000	59100000	"q21.3"	"15q"
15	59100000	59300000	"q22.1"	"15q"
15	59300000	63700000	"q22.2"	"15q"
15	63700000	67200000	"q22.31"	"15q"
15	67200000	67300000	"q22.32"	"15q"
15	67300000	67500000	"q22.33"	"15q"
15	67500000	72700000	"q23"	"15q"
15	72700000	75200000	"q24.1"	"15q"
15	75200000	76600000	"q24.2"	"15q"
15	76600000	78300000	"q24.3"	"15q"
15	78300000	81800000	"q25.1"	"15q"
15	81800000	85200000	"q25.2"	"15q"
15	85200000	89100000	"q25.3"	"15q"
15	89100000	94300000	"q26.1"	"15q"
15	94300000	98500000	"q26.2"	"15q"
15	98500000	102531392	"q26.3"	"15q"
16	1	7900000	"p13.3"	"16p"
16	7900000	10500000	"p13.2"	"16p"
16	10500000	12600000	"p13.13"	"16p"
16	12600000	14800000	"p13.12"	"16p"
16	14800000	16800000	"p13.11"	"16p"
16	16800000	21200000	"p12.3"	"16p"
16	21200000	24200000	"p12.2"	"16p"
16	24200000	27700000	"p12.1"	"16p"
16	27700000	32700000	"p11.2"	"16p"
16	32700000	34400000	"p11.1"	"16p"
16	34400000	36800000	"q11.1"	"16q"
16	36800000	47000000	"q11.2"	"16q"
16	47000000	52600000	"q12.1"	"16q"
16	52600000	56700000	"q12.2"	"16q"
16	56700000	57400000	"q13"	"16q"
16	57400000	66700000	"q21"	"16q"
16	66700000	70800000	"q22.1"	"16q"
16	70800000	72900000	"q22.2"	"16q"
16	72900000	74100000	"q22.3"	"16q"
16	74100000	79200000	"q23.1"	"16q"
16	79200000	81700000	"q23.2"	"16q"
16	81700000	84200000	"q23.3"	"16q"
16	84200000	87100000	"q24.1"	"16q"
16	87100000	88700000	"q24.2"	"16q"
16	88700000	90354753	"q24.3"	"16q"
17	1	3300000	"p13.3"	"17p"
17	3300000	6500000	"p13.2"	"17p"
17	6500000	10700000	"p13.1"	"17p"
17	10700000	16000000	"p12"	"17p"
17	16000000	21500000	"p11.2"	"17p"
17	21500000	23100000	"p11.1"	"17p"
17	23100000	25700000	"q11.1"	"17q"
17	25700000	31800000	"q11.2"	"17q"
17	31800000	38100000	"q12"	"17q"
17	38100000	38400000	"q21.1"	"17q"
17	38400000	40900000	"q21.2"	"17q"
17	40900000	44900000	"q21.31"	"17q"
17	44900000	47400000	"q21.32"	"17q"
17	47400000	50200000	"q21.33"	"17q"
17	50200000	57600000	"q22"	"17q"
17	57600000	58300000	"q23.1"	"17q"
17	58300000	61100000	"q23.2"	"17q"
17	61100000	62600000	"q23.3"	"17q"
17	62600000	64200000	"q24.1"	"17q"
17	64200000	67100000	"q24.2"	"17q"
17	67100000	70900000	"q24.3"	"17q"
17	70900000	74800000	"q25.1"	"17q"
17	74800000	75300000	"q25.2"	"17q"
17	75300000	81195210	"q25.3"	"17q"
18	1	2900000	"p11.32"	"18p"
18	2900000	7100000	"p11.31"	"18p"
18	7100000	8500000	"p11.23"	"18p"
18	8500000	10900000	"p11.22"	"18p"
18	10900000	15000000	"p11.21"	"18p"
18	15000000	16600000	"p11.1"	"18p"
18	16600000	19000000	"q11.1"	"18q"
18	19000000	25000000	"q11.2"	"18q"
18	25000000	32700000	"q12.1"	"18q"
18	32700000	37200000	"q12.2"	"18q"
18	37200000	43500000	"q12.3"	"18q"
18	43500000	48200000	"q21.1"	"18q"
18	48200000	53800000	"q21.2"	"18q"
18	53800000	56200000	"q21.31"	"18q"
18	56200000	59000000	"q21.32"	"18q"
18	59000000	61600000	"q21.33"	"18q"
18	61600000	66800000	"q22.1"	"18q"
18	66800000	68700000	"q22.2"	"18q"
18	68700000	73100000	"q22.3"	"18q"
18	73100000	78077248	"q23"	"18q"
19	1	6900000	"p13.3"	"19p"
19	6900000	13900000	"p13.2"	"19p"
19	13900000	14000000	"p13.13"	"19p"
19	14000000	16300000	"p13.12"	"19p"
19	16300000	20000000	"p13.11"	"19p"
19	20000000	24400000	"p12"	"19p"
19	24400000	26800000	"p11"	"19p"
19	26800000	28600000	"q11"	"19q"
19	28600000	32400000	"q12"	"19q"
19	32400000	35500000	"q13.11"	"19q"
19	35500000	38300000	"q13.12"	"19q"
19	38300000	38700000	"q13.13"	"19q"
19	38700000	43400000	"q13.2"	"19q"
19	43400000	45200000	"q13.31"	"19q"
19	45200000	48000000	"q13.32"	"19q"
19	48000000	51400000	"q13.33"	"19q"
19	51400000	53600000	"q13.41"	"19q"
19	53600000	56300000	"q13.42"	"19q"
19	56300000	59128983	"q13.43"	"19q"
20	1	5100000	"p13"	"20p"
20	5100000	9200000	"p12.3"	"20p"
20	9200000	12100000	"p12.2"	"20p"
20	12100000	17900000	"p12.1"	"20p"
20	17900000	21300000	"p11.23"	"20p"
20	21300000	22300000	"p11.22"	"20p"
20	22300000	25700000	"p11.21"	"20p"
20	25700000	27800000	"p11.1"	"20p"
20	27800000	29400000	"q11.1"	"20q"
20	29400000	32100000	"q11.21"	"20q"
20	32100000	34400000	"q11.22"	"20q"
20	34400000	37600000	"q11.23"	"20q"
20	37600000	41700000	"q12"	"20q"
20	41700000	42100000	"q13.11"	"20q"
20	42100000	46400000	"q13.12"	"20q"
20	46400000	49800000	"q13.13"	"20q"
20	49800000	55000000	"q13.2"	"20q"
20	55000000	56400000	"q13.31"	"20q"
20	56400000	58300000	"q13.32"	"20q"
20	58300000	63025520	"q13.33"	"20q"
21	1	2300000	"p13"	"21p"
21	2300000	5000000	"p12"	"21p"
21	5000000	7800000	"p11.2"	"21p"
21	7800000	10000000	"p11.1"	"21p"
21	10000000	12000000	"q11.1"	"21q"
21	12000000	16400000	"q11.2"	"21q"
21	16400000	24000000	"q21.1"	"21q"
21	24000000	26800000	"q21.2"	"21q"
21	26800000	31500000	"q21.3"	"21q"
21	31500000	35800000	"q22.11"	"21q"
21	35800000	37800000	"q22.12"	"21q"
21	37800000	39700000	"q22.13"	"21q"
21	39700000	42600000	"q22.2"	"21q"
21	42600000	48129895	"q22.3"	"21q"
22	1	2700000	"p13"	"22p"
22	2700000	6000000	"p12"	"22p"
22	6000000	8700000	"p11.2"	"22p"
22	8700000	10700000	"p11.1"	"22p"
22	10700000	17900000	"q11.1"	"22q"
22	17900000	22100000	"q11.21"	"22q"
22	22100000	23500000	"q11.22"	"22q"
22	23500000	25900000	"q11.23"	"22q"
22	25900000	29600000	"q12.1"	"22q"
22	29600000	32200000	"q12.2"	"22q"
22	32200000	37600000	"q12.3"	"22q"
22	37600000	41000000	"q13.1"	"22q"
22	41000000	44200000	"q13.2"	"22q"
22	44200000	48400000	"q13.31"	"22q"
22	48400000	49400000	"q13.32"	"22q"
22	49400000	51304566	"q13.33"	"22q"
23	1	4300000	"p22.33"	"Xp"
23	4300000	6000000	"p22.32"	"Xp"
23	6000000	9500000	"p22.31"	"Xp"
23	9500000	17100000	"p22.2"	"Xp"
23	17100000	19300000	"p22.13"	"Xp"
23	19300000	21900000	"p22.12"	"Xp"
23	21900000	24900000	"p22.11"	"Xp"
23	24900000	29300000	"p21.3"	"Xp"
23	29300000	31500000	"p21.2"	"Xp"
23	31500000	37600000	"p21.1"	"Xp"
23	37600000	42400000	"p11.4"	"Xp"
23	42400000	46400000	"p11.3"	"Xp"
23	46400000	49800000	"p11.23"	"Xp"
23	49800000	54700000	"p11.22"	"Xp"
23	54700000	55300000	"p11.21"	"Xp"
23	55300000	56300000	"p11.1"	"Xp"
23	56300000	63000000	"q11.1"	"Xq"
23	63000000	64600000	"q11.2"	"Xq"
23	64600000	67800000	"q12"	"Xq"
23	67800000	71800000	"q13.1"	"Xq"
23	71800000	73900000	"q13.2"	"Xq"
23	73900000	76000000	"q13.3"	"Xq"
23	76000000	84600000	"q21.1"	"Xq"
23	84600000	86200000	"q21.2"	"Xq"
23	86200000	91800000	"q21.31"	"Xq"
23	91800000	93500000	"q21.32"	"Xq"
23	93500000	98300000	"q21.33"	"Xq"
23	98300000	102600000	"q22.1"	"Xq"
23	102600000	103700000	"q22.2"	"Xq"
23	103700000	108700000	"q22.3"	"Xq"
23	108700000	116500000	"q23"	"Xq"
23	116500000	120900000	"q24"	"Xq"
23	120900000	128700000	"q25"	"Xq"
23	128700000	130400000	"q26.1"	"Xq"
23	130400000	133600000	"q26.2"	"Xq"
23	133600000	138000000	"q26.3"	"Xq"
23	138000000	140300000	"q27.1"	"Xq"
23	140300000	142100000	"q27.2"	"Xq"
23	142100000	147100000	"q27.3"	"Xq"
23	147100000	155270560	"q28"	"Xq"
24	1	200000	"p11.32"	"Yp"
24	200000	300000	"p11.31"	"Yp"
24	300000	10000000	"p11.2"	"Yp"
24	10000000	11000000	"p11.1"	"Yp"
24	11000000	13000000	"q11.1"	"Yq"
24	13000000	14700000	"q11.21"	"Yq"
24	14700000	19300000	"q11.221"	"Yq"
24	19300000	21500000	"q11.222"	"Yq"
24	21500000	25500000	"q11.223"	"Yq"
24	25500000	28000000	"q11.23"	"Yq"
24	28000000	59373566	"q12"	"Yq"
