"ensg"	"chrom"	"start"	"end"	"status"	"cytoband"	"symbol"
"ENSG00000224389"	6	31949834	32003194	"KNOWN"	"p21.33"	"C4B"
"ENSG00000168477"	6	31976196	32083111	"KNOWN"	"p21.33"	"TNXB"
"ENSG00000213676"	6	32083047	32096017	"KNOWN"	"p21.33"	"ATF6B"
"ENSG00000204314"	6	32116136	32122150	"KNOWN"	"p21.32"	"PRRT1"
"ENSG00000204308"	6	32146131	32151169	"KNOWN"	"p21.32"	"RNF5"
"ENSG00000213654"	6	32158543	32163300	"KNOWN"	"p21.32"	"GPSM3"
"ENSG00000204290"	6	32360646	32374907	"KNOWN"	"p21.32"	"BTNL2"
"ENSG00000204287"	6	32407647	32412821	"KNOWN"	"p21.32"	"HLA-DRA"
"ENSG00000198502"	6	32485200	32498044	"KNOWN"	"p21.32"	"HLA-DRB5"
"ENSG00000204267"	6	32780552	32806599	"KNOWN"	"p21.32"	"HLA-DOB"
"ENSG00000223865"	6	33043760	33054978	"KNOWN"	"p21.32"	"HLA-DPB1"
"ENSG00000224557"	6	33080228	33101269	"KNOWN"	"p21.32"	"HLA-DPB2"
"ENSG00000231500"	6	33239799	33244279	"KNOWN"	"p21.32"	"RPS18P12"
"ENSG00000204209"	6	33286336	33297013	"KNOWN"	"p21.32"	"DAXX"
"ENSG00000197283"	6	33387847	33421466	"KNOWN"	"p21.32"	"SYNGAP1"
"ENSG00000213588"	6	33422356	33425318	"KNOWN"	"p21.32"	"ZBTB9"
"ENSG00000030110"	6	33540324	33548070	"KNOWN"	"p21.31"	"BAK1"
"ENSG00000204188"	6	33551515	33556803	"KNOWN"	"p21.31"	"GGNBP1"
"ENSG00000197251"	6	33553883	33561115	"KNOWN"	"p21.31"	"C6orf227"
"ENSG00000096433"	6	33589161	33664346	"KNOWN"	"p21.31"	"ITPR3"
"ENSG00000137288"	6	33665346	33679504	"KNOWN"	"p21.31"	"C6orf125"
"ENSG00000161896"	6	33689444	33714762	"KNOWN"	"p21.31"	"IP6K3"
"ENSG00000161904"	6	33738999	33756912	"KNOWN"	"p21.31"	"LEMD2"
"ENSG00000096395"	6	33762449	33771793	"KNOWN"	"p21.31"	"MLN"
"ENSG00000124493"	6	33989629	34123167	"KNOWN"	"p21.31"	"GRM4"
"ENSG00000137309"	6	34204577	34214008	"KNOWN"	"p21.31"	"HMGA1"
"ENSG00000186577"	6	34214158	34216904	"KNOWN"	"p21.31"	"C6orf1"
"ENSG00000112664"	6	34256004	34360441	"KNOWN"	"p21.31"	"NUDT3"
"ENSG00000124614"	6	34385231	34393876	"KNOWN"	"p21.31"	"RPS10"
"ENSG00000124507"	6	34433905	34503006	"KNOWN"	"p21.31"	"PACSIN1"
"ENSG00000124664"	6	34505580	34524091	"KNOWN"	"p21.31"	"SPDEF"
"ENSG00000196821"	6	34555072	34664625	"KNOWN"	"p21.31"	"C6orf106"
"ENSG00000124562"	6	34725297	34741567	"KNOWN"	"p21.31"	"SNRPC"
"ENSG00000065060"	6	34759792	34850915	"KNOWN"	"p21.31"	"UHRF1BP1"
"ENSG00000064995"	6	34845555	34855819	"KNOWN"	"p21.31"	"TAF11"
"ENSG00000064999"	6	34857038	35085254	"KNOWN"	"p21.31"	"ANKS1A"
"ENSG00000124678"	6	35085849	35109187	"KNOWN"	"p21.31"	"TCP11"
"ENSG00000146197"	6	35182190	35218609	"KNOWN"	"p21.31"	"SCUBE3"
"ENSG00000065029"	6	35227449	35263762	"KNOWN"	"p21.31"	"ZNF76"
"ENSG00000023892"	6	35265595	35289546	"KNOWN"	"p21.31"	"DEF6"
"ENSG00000112033"	6	35310335	35395955	"KNOWN"	"p21.31"	"PPARD"
"ENSG00000112039"	6	35420138	35434881	"KNOWN"	"p21.31"	"FANCE"
"ENSG00000198755"	6	35436178	35438558	"KNOWN"	"p21.31"	"RPL10A"
"ENSG00000007866"	6	35441376	35464861	"KNOWN"	"p21.31"	"TEAD3"
"ENSG00000112041"	6	35465654	35480665	"KNOWN"	"p21.31"	"TULP1"
"ENSG00000096060"	6	35541362	35696358	"KNOWN"	"p21.31"	"FKBP5"
"ENSG00000157343"	6	35704859	35716688	"KNOWN"	"p21.31"	"C6orf81"
"ENSG00000196748"	6	35744392	35747329	"KNOWN"	"p21.31"	"C6orf126"
"ENSG00000204140"	6	35748821	35761452	"KNOWN"	"p21.31"	"C6orf127"
"ENSG00000137392"	6	35762760	35765102	"KNOWN"	"p21.31"	"CLPS"
"ENSG00000197753"	6	35773070	35791852	"KNOWN"	"p21.31"	"LHFPL5"
"ENSG00000096063"	6	35800811	35888964	"KNOWN"	"p21.31"	"SRPK1"
"ENSG00000112053"	6	35911295	35992377	"KNOWN"	"p21.31"	"SLC26A8"
"ENSG00000112062"	6	35995454	36079013	"KNOWN"	"p21.31"	"MAPK14"
"ENSG00000156711"	6	36098262	36107842	"KNOWN"	"p21.31"	"MAPK13"
"ENSG00000096070"	6	36164550	36200567	"KNOWN"	"p21.31"	"BRPF3"
"ENSG00000180316"	6	36210945	36276372	"KNOWN"	"p21.31"	"PNPLA1"
"ENSG00000010030"	6	36322419	36356164	"KNOWN"	"p21.31"	"ETV7"
"ENSG00000112078"	6	36410544	36458920	"KNOWN"	"p21.31"	"KCTD20"
"ENSG00000112079"	6	36461676	36515256	"KNOWN"	"p21.31"	"STK38"
"ENSG00000112081"	6	36562090	36572244	"KNOWN"	"p21.31"	"SFRS3"
"ENSG00000124762"	6	36645614	36655108	"KNOWN"	"p21.2"	"CDKN1A"
"ENSG00000196624"	6	36665628	36700960	"KNOWN"	"p21.2"	"RAB44"
"ENSG00000124772"	6	36708555	36807778	"KNOWN"	"p21.2"	"CPNE5"
"ENSG00000137168"	6	36822608	36842800	"KNOWN"	"p21.2"	"PPIL1"
"ENSG00000198663"	6	36839646	36896740	"KNOWN"	"p21.2"	"C6orf89"
"ENSG00000164530"	6	36922209	36932611	"KNOWN"	"p21.2"	"PI16"
"ENSG00000137409"	6	36935918	36953970	"KNOWN"	"p21.2"	"MTCH1"
"ENSG00000146192"	6	36973422	36996845	"KNOWN"	"p21.2"	"FGD2"
"ENSG00000226976"	6	37012607	37013177	"KNOWN"	"p21.2"	"COX6A1P2"
"ENSG00000137193"	6	37137922	37143202	"KNOWN"	"p21.2"	"PIM1"
"ENSG00000172738"	6	37179956	37225931	"KNOWN"	"p21.2"	"TMEM217"
"ENSG00000065491"	6	37225548	37300745	"KNOWN"	"p21.2"	"TBC1D22B"
"ENSG00000112130"	6	37321748	37362513	"KNOWN"	"p21.2"	"RNF8"
"ENSG00000137200"	6	37400907	37450603	"KNOWN"	"p21.2"	"FTSJD2"
"ENSG00000198937"	6	37450699	37467700	"KNOWN"	"p21.2"	"C6orf129"
"ENSG00000112139"	6	37600284	37665766	"KNOWN"	"p21.2"	"MDGA1"
"ENSG00000156639"	6	37787307	38122397	"KNOWN"	"p21.2"	"ZFAND3"
"ENSG00000183826"	6	38142733	38565870	"KNOWN"	"p21.2"	"BTBD9"
"ENSG00000124767"	6	38643704	38670952	"KNOWN"	"p21.2"	"GLO1"
"ENSG00000124721"	6	38684335	38998567	"KNOWN"	"p21.2"	"DNAH8"
"ENSG00000112164"	6	39016557	39055520	"KNOWN"	"p21.2"	"GLP1R"
"ENSG00000112167"	6	39071840	39082949	"KNOWN"	"p21.2"	"C6orf64"
"ENSG00000164626"	6	39156748	39197251	"KNOWN"	"p21.2"	"KCNK5"
"ENSG00000124780"	6	39266778	39282237	"KNOWN"	"p21.2"	"KCNK17"
"ENSG00000095981"	6	39282474	39290330	"KNOWN"	"p21.2"	"KCNK16"
"ENSG00000164627"	6	39297766	39693181	"KNOWN"	"p21.2"	"KIF6"
"ENSG00000146122"	6	39760142	39872644	"KNOWN"	"p21.2"	"DAAM2"
"ENSG00000124615"	6	39872060	39902254	"KNOWN"	"p21.2"	"MOCS1"
"ENSG00000156564"	6	40359329	40555179	"KNOWN"	"p21.1"	"LRFN2"
"ENSG00000124602"	6	40994772	41006928	"KNOWN"	"p21.1"	"UNC5CL"
"ENSG00000112212"	6	41010293	41012076	"KNOWN"	"p21.1"	"BZRPL1"
"ENSG00000124701"	6	41020940	41032255	"KNOWN"	"p21.1"	"APOBEC2"
"ENSG00000124596"	6	41034531	41040316	"KNOWN"	"p21.1"	"C6orf130"
"ENSG00000001167"	6	41040707	41076133	"KNOWN"	"p21.1"	"NFYA"
"ENSG00000161911"	6	41117083	41122075	"KNOWN"	"p21.1"	"TREML1"
"ENSG00000095970"	6	41126245	41130924	"KNOWN"	"p21.1"	"TREM2"
"ENSG00000112195"	6	41157552	41168925	"KNOWN"	"p21.1"	"TREML2"
"ENSG00000188056"	6	41196062	41206117	"KNOWN"	"p21.1"	"TREML4"
"ENSG00000124731"	6	41243712	41254457	"KNOWN"	"p21.1"	"TREM1"
"ENSG00000096264"	6	41303528	41318625	"KNOWN"	"p21.1"	"NCR2"
"ENSG00000137166"	6	41514164	41570121	"KNOWN"	"p21.1"	"FOXP4"
"ENSG00000112559"	6	41604620	41621981	"KNOWN"	"p21.1"	"MDFI"
"ENSG00000112561"	6	41651716	41703997	"KNOWN"	"p21.1"	"TFEB"
"ENSG00000096088"	6	41704450	41721847	"KNOWN"	"p21.1"	"PGC"
"ENSG00000137218"	6	41737914	41754280	"KNOWN"	"p21.1"	"FRS3"
"ENSG00000124593"	6	41748087	41757879	"KNOWN"	"p21.1"	"PRICKLE4"
"ENSG00000214736"	6	41755181	41757632	"KNOWN"	"p21.1"	"TOMM6"
"ENSG00000164663"	6	41762107	41863099	"KNOWN"	"p21.1"	"USP49"
"ENSG00000124641"	6	41873092	41888877	"KNOWN"	"p21.1"	"MED20"
"ENSG00000112578"	6	41888965	41900784	"KNOWN"	"p21.1"	"BYSL"
"ENSG00000112576"	6	41902672	42016610	"KNOWN"	"p21.1"	"CCND3"
"ENSG00000137413"	6	42018251	42055199	"KNOWN"	"p21.1"	"TAF8"
"ENSG00000188112"	6	42069985	42110346	"KNOWN"	"p21.1"	"C6orf132"
"ENSG00000048545"	6	42123144	42147792	"KNOWN"	"p21.1"	"GUCA1A"
"ENSG00000112599"	6	42151023	42162694	"KNOWN"	"p21.1"	"GUCA1B"
"ENSG00000048544"	6	42174540	42185633	"KNOWN"	"p21.1"	"MRPS10"
"ENSG00000124496"	6	42192669	42419789	"KNOWN"	"p21.1"	"TRERF1"
"ENSG00000024048"	6	42531800	42661242	"KNOWN"	"p21.1"	"UBR2"
"ENSG00000112619"	6	42664333	42690358	"KNOWN"	"p21.1"	"PRPH2"
"ENSG00000124659"	6	42712219	42714558	"KNOWN"	"p21.1"	"TBCC"
"ENSG00000112624"	6	42714696	42836296	"KNOWN"	"p21.1"	"KIAA0240"
"ENSG00000146223"	6	42847409	42855667	"KNOWN"	"p21.1"	"RPL7L1"
"ENSG00000221821"	6	42858005	42858554	"KNOWN"	"p21.1"	"C6orf226"
"ENSG00000171611"	6	42883727	42893898	"KNOWN"	"p21.1"	"PTCRA"
"ENSG00000137161"	6	42896860	42910989	"KNOWN"	"p21.1"	"CNPY3"
"ENSG00000124713"	6	42928500	42931617	"KNOWN"	"p21.1"	"GNMT"
"ENSG00000124587"	6	42931613	42946981	"KNOWN"	"p21.1"	"PEX6"
"ENSG00000112640"	6	42952318	42980076	"KNOWN"	"p21.1"	"PPP2R5D"
"ENSG00000124733"	6	42979965	42981618	"KNOWN"	"p21.1"	"MEA1"
"ENSG00000124702"	6	42981951	42989036	"KNOWN"	"p21.1"	"KLHDC3"
"ENSG00000124541"	6	42989373	42997334	"KNOWN"	"p21.1"	"C6orf153"
"ENSG00000044090"	6	43005358	43021654	"KNOWN"	"p21.1"	"CUL7"
"ENSG00000112651"	6	43021767	43027242	"KNOWN"	"p21.1"	"MRPL2"
"ENSG00000137171"	6	43027372	43042837	"KNOWN"	"p21.1"	"KLC4"
"ENSG00000112655"	6	43044029	43129457	"KNOWN"	"p21.1"	"PTK7"
"ENSG00000112658"	6	43138920	43149241	"KNOWN"	"p21.1"	"SRF"
"ENSG00000112659"	6	43149922	43192325	"KNOWN"	"p21.1"	"CUL9"
"ENSG00000112667"	6	43193367	43197219	"KNOWN"	"p21.1"	"C6orf108"
"ENSG00000146216"	6	43211222	43255997	"KNOWN"	"p21.1"	"TTBK1"
"ENSG00000137204"	6	43265736	43273276	"KNOWN"	"p21.1"	"SLC22A7"
"ENSG00000146215"	6	43267448	43276535	"KNOWN"	"p21.1"	"CRIP3"
"ENSG00000171467"	6	43299513	43337181	"KNOWN"	"p21.1"	"ZNF318"
"ENSG00000124574"	6	43395292	43418163	"KNOWN"	"p21.1"	"ABCC10"
"ENSG00000171462"	6	43418090	43424370	"KNOWN"	"p21.1"	"DLK2"
"ENSG00000137221"	6	43445311	43474291	"KNOWN"	"p21.1"	"TJAP1"
"ENSG00000204052"	6	43474707	43478424	"KNOWN"	"p21.1"	"C6orf154"
"ENSG00000137207"	6	43479566	43484723	"KNOWN"	"p21.1"	"YIPF3"
"ENSG00000171453"	6	43484791	43497093	"KNOWN"	"p21.1"	"POLR1C"
"ENSG00000124571"	6	43490069	43543812	"KNOWN"	"p21.1"	"XPO5"
"ENSG00000170734"	6	43543878	43588260	"KNOWN"	"p21.1"	"POLH"
"ENSG00000172432"	6	43587987	43596936	"KNOWN"	"p21.1"	"GTPBP2"
"ENSG00000124688"	6	43597279	43608686	"KNOWN"	"p21.1"	"MAD2L1BP"
"ENSG00000172426"	6	43612794	43640337	"KNOWN"	"p21.1"	"RSPH9"
"ENSG00000096080"	6	43639042	43655528	"KNOWN"	"p21.1"	"MRPS18A"
"ENSG00000112715"	6	43737948	43754224	"KNOWN"	"p21.1"	"VEGFA"
"ENSG00000180992"	6	44081375	44095191	"KNOWN"	"p21.1"	"MRPL14"
"ENSG00000137216"	6	44095302	44123256	"KNOWN"	"p21.1"	"TMEM63B"
"ENSG00000137225"	6	44126548	44152139	"KNOWN"	"p21.1"	"CAPN11"
"ENSG00000112759"	6	44187242	44201888	"KNOWN"	"p21.1"	"SLC29A1"
"ENSG00000096384"	6	44214824	44221620	"KNOWN"	"p21.1"	"HSP90AB1"
"ENSG00000157593"	6	44221833	44225291	"KNOWN"	"p21.1"	"SLC35B2"
"ENSG00000146232"	6	44225903	44233525	"KNOWN"	"p21.1"	"NFKBIE"
"ENSG00000178233"	6	44238480	44277814	"KNOWN"	"p21.1"	"TMEM151B"
"ENSG00000146221"	6	44247902	44265458	"KNOWN"	"p21.1"	"TCTE1"
"ENSG00000124608"	6	44266463	44281063	"KNOWN"	"p21.1"	"AARS2"
"ENSG00000096401"	6	44355479	44417630	"KNOWN"	"p21.1"	"CDC5L"
"ENSG00000196284"	6	44796469	45345691	"KNOWN"	"p21.1"	"SUPT3H"
"ENSG00000124813"	6	45296054	45518818	"KNOWN"	"p21.1"	"RUNX2"
"ENSG00000112782"	6	45866194	46048085	"KNOWN"	"p21.1"	"CLIC5"
"ENSG00000001561"	6	46097701	46114435	"KNOWN"	"p21.1"	"ENPP4"
"ENSG00000112796"	6	46126926	46138717	"KNOWN"	"p21.1"	"ENPP5"
"ENSG00000172348"	6	46188469	46459709	"KNOWN"	"p12.3"	"RCAN2"
"ENSG00000146233"	6	46517446	46620523	"KNOWN"	"p12.3"	"CYP39A1"
"ENSG00000153291"	6	46620679	46649356	"KNOWN"	"p12.3"	"SLC25A27"
"ENSG00000180113"	6	46638181	46672054	"KNOWN"	"p12.3"	"TDRD6"
"ENSG00000146070"	6	46672054	46703151	"KNOWN"	"p12.3"	"PLA2G7"
"ENSG00000112818"	6	46761094	46807519	"KNOWN"	"p12.3"	"MEP1A"
"ENSG00000069122"	6	46820249	46922680	"KNOWN"	"p12.3"	"GPR116"
"ENSG00000153292"	6	46967117	47010082	"KNOWN"	"p12.3"	"GPR110"
"ENSG00000146072"	6	47199269	47277680	"KNOWN"	"p12.3"	"TNFRSF21"
"ENSG00000198087"	6	47445525	47594985	"KNOWN"	"p12.3"	"CD2AP"
"ENSG00000164393"	6	47624223	47662928	"KNOWN"	"p12.3"	"GPR111"
"ENSG00000153294"	6	47653600	47689757	"KNOWN"	"p12.3"	"GPR115"
"ENSG00000124818"	6	47749798	47794114	"KNOWN"	"p12.3"	"OPN5"
"ENSG00000178729"	6	47845764	48036425	"KNOWN"	"p12.3"	"C6orf138"
"ENSG00000146085"	6	49398999	49431031	"KNOWN"	"p12.3"	"MUT"
"ENSG00000031691"	6	49431096	49460820	"KNOWN"	"p12.3"	"CENPQ"
"ENSG00000203972"	6	49467671	49495777	"KNOWN"	"p12.3"	"C6orf140"
"ENSG00000112077"	6	49572899	49604587	"KNOWN"	"p12.3"	"RHAG"
"ENSG00000124490"	6	49660072	49681299	"KNOWN"	"p12.3"	"CRISP2"
"ENSG00000096006"	6	49695097	49712127	"KNOWN"	"p12.3"	"CRISP3"
"ENSG00000170950"	6	49753647	49754900	"KNOWN"	"p12.3"	"PGK2"
"ENSG00000124812"	6	49801970	49834212	"KNOWN"	"p12.3"	"CRISP1"
"ENSG00000214643"	6	49913814	49917157	"KNOWN"	"p12.3"	"DEFB133"
"ENSG00000177684"	6	49928005	49931818	"KNOWN"	"p12.3"	"DEFB114"
"ENSG00000214642"	6	49936390	49937338	"KNOWN"	"p12.3"	"DEFB113"
"ENSG00000203970"	6	49976851	49989694	"KNOWN"	"p12.3"	"DEFB111"
"ENSG00000180872"	6	50011288	50016364	"KNOWN"	"p12.3"	"DEFB112"
"ENSG00000008197"	6	50681257	50740746	"KNOWN"	"p12.3"	"TFAP2D"
"ENSG00000008196"	6	50786436	50815326	"KNOWN"	"p12.3"	"TFAP2B"
"ENSG00000060303"	6	50824899	50825400	"KNOWN"	"p12.3"	"RPS17P5"
"ENSG00000170927"	6	51480145	51952423	"KNOWN"	"p12.2"	"PKHD1"
"ENSG00000112115"	6	52051185	52055436	"KNOWN"	"p12.2"	"IL17A"
"ENSG00000112116"	6	52101479	52109298	"KNOWN"	"p12.2"	"IL17F"
"ENSG00000112118"	6	52128812	52149607	"KNOWN"	"p12.2"	"MCM3"
"ENSG00000170915"	6	52226926	52272574	"KNOWN"	"p12.2"	"PAQR8"
"ENSG00000096093"	6	52284994	52360581	"KNOWN"	"p12.2"	"EFHC1"
"ENSG00000065308"	6	52362204	52441862	"KNOWN"	"p12.2"	"TRAM2"
"ENSG00000096092"	6	52535884	52551386	"KNOWN"	"p12.2"	"TMEM14A"
"ENSG00000096087"	6	52614892	52628361	"KNOWN"	"p12.2"	"GSTA2"
"ENSG00000187919"	6	52656173	52668702	"KNOWN"	"p12.2"	"GSTA1"
"ENSG00000182793"	6	52696453	52710986	"KNOWN"	"p12.2"	"GSTA5"
"ENSG00000174156"	6	52761437	52774496	"KNOWN"	"p12.2"	"GSTA3"
"ENSG00000170899"	6	52842747	52860178	"KNOWN"	"p12.2"	"GSTA4"
"ENSG00000112144"	6	52866109	52926600	"KNOWN"	"p12.1"	"ICK"
"ENSG00000112146"	6	52929796	52965671	"KNOWN"	"p12.1"	"FBXO9"
"ENSG00000137270"	6	52991766	53013624	"KNOWN"	"p12.1"	"GCM1"
"ENSG00000012660"	6	53132196	53213947	"KNOWN"	"p12.1"	"ELOVL5"
"ENSG00000001084"	6	53362139	53409831	"KNOWN"	"p12.1"	"GCLC"
"ENSG00000124743"	6	53512699	53530506	"KNOWN"	"p12.1"	"KLHL31"
"ENSG00000137269"	6	53659778	53788919	"KNOWN"	"p12.1"	"LRRC1"
"ENSG00000146147"	6	53883714	54131081	"KNOWN"	"p12.1"	"C6orf142"
"ENSG00000137251"	6	54172764	54254950	"KNOWN"	"p12.1"	"TINAG"
"ENSG00000168143"	6	54711569	54806820	"KNOWN"	"p12.1"	"FAM83B"
"ENSG00000137252"	6	55039066	55147417	"KNOWN"	"p12.1"	"HCRTR2"
"ENSG00000187871"	6	55192267	55267291	"KNOWN"	"p12.1"	"GFRAL"
"ENSG00000146151"	6	55299168	55444012	"KNOWN"	"p12.1"	"HMGCLL1"
"ENSG00000112175"	6	55620240	55740375	"KNOWN"	"p12.1"	"BMP5"
"ENSG00000124749"	6	55921388	56258892	"KNOWN"	"p12.1"	"COL21A1"
"ENSG00000151914"	6	56322785	56819413	"KNOWN"	"p12.1"	"DST"
"ENSG00000151917"	6	56819773	56892138	"KNOWN"	"p12.1"	"BEND6"
"ENSG00000168116"	6	56911384	56920009	"KNOWN"	"p12.1"	"KIAA1586"
"ENSG00000112200"	6	56954828	57035098	"KNOWN"	"p12.1"	"ZNF451"
"ENSG00000112208"	6	57037104	57050010	"KNOWN"	"p11.2"	"BAG2"
"ENSG00000112210"	6	57053607	57087078	"KNOWN"	"p11.2"	"RAB23"
"ENSG00000146143"	6	57179603	57513375	"KNOWN"	"p11.2"	"PRIM2"
"ENSG00000112232"	6	62340138	62996132	"KNOWN"	"q11.1"	"KHDRBS2"
"ENSG00000198225"	6	63921351	63922929	"KNOWN"	"q12"	"FKBP1C"
"ENSG00000146166"	6	63985856	64029882	"KNOWN"	"q12"	"LGSN"
"ENSG00000112245"	6	64281920	64293488	"KNOWN"	"q12"	"PTP4A1"
"ENSG00000118482"	6	64345741	64425377	"KNOWN"	"q12"	"PHF3"
"ENSG00000188107"	6	64430492	66417118	"KNOWN"	"q12"	"EYS"
"ENSG00000135298"	6	69345259	70099403	"KNOWN"	"q12"	"BAI3"
"ENSG00000168216"	6	70385698	70506888	"KNOWN"	"q13"	"LMBRD1"
"ENSG00000082293"	6	70576448	70922157	"KNOWN"	"q13"	"COL19A1"
"ENSG00000112280"	6	70925744	71012786	"KNOWN"	"q13"	"COL9A1"
"ENSG00000082269"	6	71123107	71270875	"KNOWN"	"q13"	"FAM135A"
"ENSG00000154079"	6	71276620	71299266	"KNOWN"	"q13"	"C6orf57"
"ENSG00000112305"	6	71377479	71571714	"KNOWN"	"q13"	"SMAP1"
"ENSG00000112309"	6	71566916	71666741	"KNOWN"	"q13"	"B3GAT2"
"ENSG00000119900"	6	71998518	72012264	"KNOWN"	"q13"	"OGFRL1"
"ENSG00000079841"	6	72596406	73112508	"KNOWN"	"q13"	"RIMS1"
"ENSG00000185760"	6	73331520	73908574	"KNOWN"	"q13"	"KCNQ5"
"ENSG00000135314"	6	73918593	74019938	"KNOWN"	"q13"	"KHDC1"
"ENSG00000203909"	6	74062787	74063953	"KNOWN"	"q13"	"DPPA5"
"ENSG00000203908"	6	74072400	74073896	"KNOWN"	"q13"	"C6orf221"
"ENSG00000203907"	6	74078278	74104856	"KNOWN"	"q13"	"OOEP"
"ENSG00000080007"	6	74104285	74127280	"KNOWN"	"q13"	"DDX43"
"ENSG00000164430"	6	74123238	74161982	"KNOWN"	"q13"	"C6orf150"
"ENSG00000135297"	6	74171454	74211177	"KNOWN"	"q13"	"MTO1"
"ENSG00000156508"	6	74225475	74233520	"KNOWN"	"q13"	"EEF1A1"
"ENSG00000119899"	6	74303103	74363737	"KNOWN"	"q13"	"SLC17A5"
"ENSG00000156535"	6	74405514	74538041	"KNOWN"	"q13"	"CD109"
"ENSG00000111799"	6	75794042	75915623	"KNOWN"	"q14.1"	"COL12A1"
"ENSG00000112695"	6	75947391	75966492	"KNOWN"	"q14.1"	"COX7A2"
"ENSG00000112697"	6	75962649	75994632	"KNOWN"	"q14.1"	"TMEM30A"
"ENSG00000118407"	6	76005626	76203496	"KNOWN"	"q14.1"	"FILIP1"
"ENSG00000112701"	6	76311600	76427997	"KNOWN"	"q14.1"	"SENP6"
"ENSG00000196586"	6	76458909	76629254	"KNOWN"	"q14.1"	"MYO6"
"ENSG00000112706"	6	76631062	76782335	"KNOWN"	"q14.1"	"IMPG1"
"ENSG00000135312"	6	78171922	78173181	"KNOWN"	"q14.1"	"HTR1B"
"ENSG00000146243"	6	79577189	79608320	"KNOWN"	"q14.1"	"IRAK1BP1"
"ENSG00000146247"	6	79644136	79788011	"KNOWN"	"q14.1"	"PHIP"
"ENSG00000118418"	6	79910966	79944455	"KNOWN"	"q14.1"	"HMGN3"
"ENSG00000135338"	6	80194708	80247147	"KNOWN"	"q14.1"	"LCA5"
"ENSG00000198478"	6	80341000	80413369	"KNOWN"	"q14.1"	"SH3BGRL2"
"ENSG00000118402"	6	80624536	80657315	"KNOWN"	"q14.1"	"ELOVL4"
"ENSG00000112742"	6	80714357	80752239	"KNOWN"	"q14.1"	"TTK"
"ENSG00000083123"	6	80816344	81055987	"KNOWN"	"q14.1"	"BCKDHB"
"ENSG00000112773"	6	82201156	82462491	"KNOWN"	"q14.1"	"FAM46A"
"ENSG00000005700"	6	82879703	82957471	"KNOWN"	"q14.1"	"IBTK"
"ENSG00000146242"	6	83073539	83076614	"KNOWN"	"q14.1"	"TPBG"
"ENSG00000118420"	6	83602117	83775550	"KNOWN"	"q14.1"	"UBE2CBP"
"ENSG00000083097"	6	83777385	83878190	"KNOWN"	"q14.1"	"DOPEY1"
"ENSG00000013375"	6	83878630	83902971	"KNOWN"	"q14.2"	"PGM3"
"ENSG00000013392"	6	83903032	83906254	"KNOWN"	"q14.2"	"RWDD2A"
"ENSG00000065833"	6	83920108	84140779	"KNOWN"	"q14.2"	"ME1"
"ENSG00000146250"	6	84222271	84235419	"KNOWN"	"q14.2"	"PRSS35"
"ENSG00000065609"	6	84262604	84419127	"KNOWN"	"q14.2"	"SNAP91"
"ENSG00000203877"	6	84562985	84567234	"KNOWN"	"q14.2"	"RIPPLY2"
"ENSG00000065615"	6	84569370	84670144	"KNOWN"	"q14.2"	"CYB5R4"
"ENSG00000135324"	6	84743420	84800601	"KNOWN"	"q14.2"	"MRAP2"
"ENSG00000135315"	6	84833960	84937335	"KNOWN"	"q14.3"	"KIAA1009"
"ENSG00000112837"	6	85443880	85473939	"KNOWN"	"q14.3"	"TBX18"
"ENSG00000135318"	6	86159302	86205494	"KNOWN"	"q14.3"	"NT5E"
"ENSG00000135317"	6	86215214	86303629	"KNOWN"	"q14.3"	"SNX14"
"ENSG00000135316"	6	86322600	86353510	"KNOWN"	"q14.3"	"SYNCRIP"
"ENSG00000198738"	6	86444925	86445786	"KNOWN"	"q14.3"	"FAM165A"
"ENSG00000168830"	6	87647024	87726401	"KNOWN"	"q14.3"	"HTR1E"
"ENSG00000135346"	6	87795216	87804850	"KNOWN"	"q14.3"	"CGA"
"ENSG00000188994"	6	87862552	87973406	"KNOWN"	"q14.3"	"ZNF292"
"ENSG00000164411"	6	87992697	88032795	"KNOWN"	"q15"	"GJB7"
"ENSG00000111850"	6	88032306	88052043	"KNOWN"	"q15"	"C6orf162"
"ENSG00000203872"	6	88054600	88075181	"KNOWN"	"q15"	"C6orf163"
"ENSG00000203871"	6	88106840	88109467	"KNOWN"	"q15"	"C6orf164"
"ENSG00000213204"	6	88117721	88174182	"KNOWN"	"q15"	"C6orf165"
"ENSG00000164414"	6	88182643	88222048	"KNOWN"	"q15"	"SLC35A1"
"ENSG00000146282"	6	88224098	88299735	"KNOWN"	"q15"	"RARS2"
"ENSG00000135336"	6	88299843	88377164	"KNOWN"	"q15"	"ORC3L"
"ENSG00000135334"	6	88384580	88411985	"KNOWN"	"q15"	"AKIRIN2"
"ENSG00000118434"	6	88757507	88776550	"KNOWN"	"q15"	"SPACA1"
"ENSG00000118432"	6	88849583	88875666	"KNOWN"	"q15"	"CNR1"
"ENSG00000111880"	6	89319989	89673348	"KNOWN"	"q15"	"RNGTT"
"ENSG00000146278"	6	89790429	89794879	"KNOWN"	"q15"	"PNRC1"
"ENSG00000146281"	6	89855769	89875284	"KNOWN"	"q15"	"PM20D2"
"ENSG00000146276"	6	89887223	89940997	"KNOWN"	"q15"	"GABRR1"
"ENSG00000111886"	6	89967239	90024967	"KNOWN"	"q15"	"GABRR2"
"ENSG00000198833"	6	90036344	90062619	"KNOWN"	"q15"	"UBE2J1"
