"mirna"	"accession"	"version"	"chrom"	"start"	"end"	"strand"
"hsa-mir-627"	"MI0003641"	0	15	42491768	42491864	-1
"hsa-mir-1282"	"MI0006429"	0	15	44085857	44085957	-1
"hsa-mir-147b"	"MI0005544"	0	15	45725248	45725327	1
"hsa-mir-1266"	"MI0006403"	0	15	52569314	52569397	-1
"hsa-mir-1300"	"MI0006360"	0	15	53230567	53230654	-1
"hsa-mir-628"	"MI0003642"	0	15	55665138	55665232	-1
"hsa-mir-190"	"MI0000486"	0	15	63116156	63116240	1
"hsa-mir-422a"	"MI0001444"	0	15	64163129	64163218	-1
"hsa-mir-1272"	"MI0006408"	0	15	65054586	65054714	-1
"hsa-mir-629"	"MI0003643"	0	15	70371711	70371807	-1
"hsa-mir-630"	"MI0003644"	0	15	72879558	72879654	1
"hsa-mir-631"	"MI0003645"	0	15	75645952	75646026	-1
"hsa-mir-1827"	"MI0008195"	0	15	78330873	78330937	1
"hsa-mir-184"	"MI0000481"	0	15	79502130	79502213	1
"hsa-mir-549"	"MI0003679"	0	15	81134319	81134414	-1
"hsa-mir-1276"	"MI0006416"	0	15	86313727	86313809	-1
"hsa-mir-1179"	"MI0006272"	0	15	89151338	89151428	1
"hsa-mir-7-2"	"MI0000264"	0	15	89155056	89155165	1
"hsa-mir-9-3"	"MI0000468"	0	15	89911248	89911337	1
"hsa-mir-1469"	"MI0007074"	0	15	96876490	96876536	1
"hsa-mir-1302-2"	"MI0006363"	0	15	102500662	102500799	-1
"hsa-mir-662"	"MI0003670"	0	16	820183	820277	1
"hsa-mir-1225"	"MI0006311"	0	16	2140196	2140285	-1
"hsa-mir-940"	"MI0005762"	0	16	2321748	2321841	1
"hsa-mir-548h-2"	"MI0006412"	0	16	11400297	11400384	-1
"hsa-mir-193b"	"MI0003137"	0	16	14397824	14397906	1
"hsa-mir-365-1"	"MI0000767"	0	16	14403142	14403228	1
"hsa-mir-1972"	"MI0009982"	0	16	15104178	15104254	-1
"hsa-mir-484"	"MI0002468"	0	16	15737151	15737229	1
"hsa-mir-138-2"	"MI0000455"	0	16	56892430	56892513	1
"hsa-mir-328"	"MI0000804"	0	16	67236224	67236298	-1
"hsa-mir-1538"	"MI0007259"	0	16	69599711	69599771	-1
"hsa-mir-140"	"MI0000456"	0	16	69966984	69967083	1
"hsa-mir-1972"	"MI0009982"	0	16	70064249	70064325	1
"hsa-mir-1910"	"MI0008331"	0	16	85775227	85775306	-1
"hsa-mir-22"	"MI0000078"	0	17	1617191	1617285	-1
"hsa-mir-132"	"MI0000449"	0	17	1953202	1953302	-1
"hsa-mir-212"	"MI0000288"	0	17	1953565	1953674	-1
"hsa-mir-1253"	"MI0006387"	0	17	2651372	2651476	-1
"hsa-mir-195"	"MI0000489"	0	17	6920934	6921020	-1
"hsa-mir-497"	"MI0003138"	0	17	6921230	6921341	-1
"hsa-mir-324"	"MI0000813"	0	17	7126616	7126698	-1
"hsa-mir-744"	"MI0005559"	0	17	11985216	11985313	1
"hsa-mir-548h-3"	"MI0006413"	0	17	13446846	13446963	-1
"hsa-mir-1288"	"MI0006432"	0	17	16185328	16185402	1
"hsa-mir-33b"	"MI0003646"	0	17	17717150	17717245	-1
"hsa-mir-1180"	"MI0006273"	0	17	19247819	19247887	-1
"hsa-mir-451"	"MI0001729"	0	17	27188387	27188458	-1
"hsa-mir-144"	"MI0000460"	0	17	27188551	27188636	-1
"hsa-mir-423"	"MI0001445"	0	17	28444097	28444190	1
"hsa-mir-193a"	"MI0000487"	0	17	29887015	29887102	1
"hsa-mir-365-2"	"MI0000769"	0	17	29902430	29902540	1
"hsa-mir-632"	"MI0003647"	0	17	30677128	30677221	1
"hsa-mir-152"	"MI0000462"	0	17	46114527	46114613	-1
"hsa-mir-1203"	"MI0006335"	0	17	46233789	46233873	-1
"hsa-mir-10a"	"MI0000266"	0	17	46657200	46657309	-1
"hsa-mir-196a-1"	"MI0000238"	0	17	46709852	46709921	-1
"hsa-mir-142"	"MI0000458"	0	17	56408593	56408679	-1
"hsa-mir-454"	"MI0003820"	0	17	57215119	57215233	-1
"hsa-mir-301a"	"MI0000745"	0	17	57228497	57228582	-1
"hsa-mir-21"	"MI0000077"	0	17	57918627	57918698	1
"hsa-mir-633"	"MI0003648"	0	17	61021576	61021673	1
"hsa-mir-634"	"MI0003649"	0	17	64783190	64783286	1
"hsa-mir-548d-2"	"MI0003671"	0	17	65467605	65467701	-1
"hsa-mir-635"	"MI0003650"	0	17	66420592	66420689	-1
"hsa-mir-636"	"MI0003651"	0	17	74732532	74732630	-1
"hsa-mir-657"	"MI0003681"	0	17	79099076	79099173	-1
"hsa-mir-338"	"MI0000814"	0	17	79099683	79099749	-1
"hsa-mir-1250"	"MI0006385"	0	17	79106996	79107108	-1
"hsa-mir-320c-1"	"MI0003778"	0	18	19263471	19263558	1
"hsa-mir-133a-1"	"MI0000450"	0	18	19405659	19405746	-1
"hsa-mir-1-2"	"MI0000437"	0	18	19408965	19409049	-1
"hsa-mir-320c-2"	"MI0008191"	0	18	21901650	21901699	1
"hsa-mir-187"	"MI0000274"	0	18	33484781	33484889	-1
"hsa-mir-1539"	"MI0007260"	0	18	47013743	47013792	1
"hsa-mir-122"	"MI0000442"	0	18	56118306	56118390	1
"hsa-mir-1302-2"	"MI0006363"	0	19	71973	72110	1
"hsa-mir-1909"	"MI0008330"	0	19	1816158	1816237	-1
"hsa-mir-1227"	"MI0006316"	0	19	2234061	2234148	-1
"hsa-mir-637"	"MI0003652"	0	19	3961412	3961510	-1
"hsa-mir-7-3"	"MI0000265"	0	19	4770682	4770791	1
"hsa-mir-220b"	"MI0005529"	0	19	6495959	6496045	1
"hsa-mir-1181"	"MI0006274"	0	19	10514134	10514214	-1
"hsa-mir-1238"	"MI0006328"	0	19	10662798	10662880	1
"hsa-mir-638"	"MI0003653"	0	19	10829080	10829179	1
"hsa-mir-199a-1"	"MI0000242"	0	19	10928102	10928172	-1
"hsa-mir-24-2"	"MI0000081"	0	19	13947101	13947173	-1
"hsa-mir-27a"	"MI0000085"	0	19	13947254	13947331	-1
"hsa-mir-23a"	"MI0000079"	0	19	13947401	13947473	-1
"hsa-mir-181c"	"MI0000271"	0	19	13985513	13985622	1
"hsa-mir-181d"	"MI0003139"	0	19	13985689	13985825	1
"hsa-mir-639"	"MI0003654"	0	19	14640355	14640452	1
"hsa-mir-1470"	"MI0007075"	0	19	15560359	15560419	1
"hsa-mir-640"	"MI0003655"	0	19	19545872	19545967	1
"hsa-mir-1270"	"MI0006407"	0	19	20510081	20510163	-1
"hsa-mir-1270"	"MI0006407"	0	19	20579240	20579322	-1
"hsa-mir-641"	"MI0003656"	0	19	40788450	40788548	-1
"hsa-mir-330"	"MI0000803"	0	19	46142252	46142345	-1
"hsa-mir-642"	"MI0003657"	0	19	46178186	46178282	1
"hsa-mir-769"	"MI0003834"	0	19	46522190	46522307	1
"hsa-mir-220c"	"MI0005536"	0	19	49063529	49063611	-1
"hsa-mir-150"	"MI0000479"	0	19	50004042	50004125	-1
"hsa-mir-99b"	"MI0000746"	0	19	52195865	52195934	1
"hsa-let-7e"	"MI0000066"	0	19	52196039	52196117	1
"hsa-mir-125a"	"MI0000469"	0	19	52196507	52196592	1
"hsa-mir-643"	"MI0003658"	0	19	52785050	52785146	1
"hsa-mir-512-1"	"MI0003140"	0	19	54169927	54170024	1
"hsa-mir-512-1"	"MI0003140"	0	19	54172411	54172508	1
"hsa-mir-1323"	"MI0003786"	0	19	54175222	54175294	1
"hsa-mir-498"	"MI0003142"	0	19	54177451	54177574	1
"hsa-mir-520e"	"MI0003143"	0	19	54178965	54179051	1
"hsa-mir-515-1"	"MI0003144"	0	19	54182257	54182339	1
"hsa-mir-519e"	"MI0003145"	0	19	54183194	54183277	1
"hsa-mir-520f"	"MI0003146"	0	19	54185413	54185499	1
"hsa-mir-515-1"	"MI0003144"	0	19	54188263	54188345	1
"hsa-mir-519c"	"MI0003148"	0	19	54189723	54189809	1
"hsa-mir-1283-1"	"MI0003832"	0	19	54191735	54191821	1
"hsa-mir-520a"	"MI0003149"	0	19	54194135	54194219	1
"hsa-mir-526b"	"MI0003150"	0	19	54197647	54197729	1
"hsa-mir-519b"	"MI0003151"	0	19	54198467	54198547	1
"hsa-mir-525"	"MI0003152"	0	19	54200787	54200871	1
"hsa-mir-523"	"MI0003153"	0	19	54201639	54201725	1
"hsa-mir-518f"	"MI0003154"	0	19	54203269	54203355	1
"hsa-mir-520b"	"MI0003155"	0	19	54204481	54204541	1
"hsa-mir-518b"	"MI0003156"	0	19	54205991	54206073	1
"hsa-mir-526a-1"	"MI0003157"	0	19	54209506	54209590	1
"hsa-mir-520c"	"MI0003158"	0	19	54210707	54210793	1
"hsa-mir-518c"	"MI0003159"	0	19	54211989	54212089	1
"hsa-mir-524"	"MI0003160"	0	19	54214256	54214342	1
"hsa-mir-517a"	"MI0003161"	0	19	54215522	54215608	1
"hsa-mir-519d"	"MI0003162"	0	19	54216601	54216688	1
"hsa-mir-521-2"	"MI0003163"	0	19	54219848	54219934	1
"hsa-mir-520d"	"MI0003164"	0	19	54223350	54223436	1
"hsa-mir-517b"	"MI0003165"	0	19	54224330	54224396	1
"hsa-mir-520g"	"MI0003166"	0	19	54225420	54225509	1
"hsa-mir-516b-2"	"MI0003167"	0	19	54228696	54228780	1
"hsa-mir-526a-2"	"MI0003168"	0	19	54230176	54230240	1
"hsa-mir-518e"	"MI0003169"	0	19	54233092	54233179	1
"hsa-mir-518a-1"	"MI0003170"	0	19	54234260	54234344	1
"hsa-mir-518d"	"MI0003171"	0	19	54238131	54238217	1
"hsa-mir-516b-1"	"MI0003172"	0	19	54240099	54240188	1
"hsa-mir-518a-2"	"MI0003173"	0	19	54242587	54242673	1
"hsa-mir-517c"	"MI0003174"	0	19	54244567	54244661	1
"hsa-mir-520h"	"MI0003175"	0	19	54245766	54245853	1
"hsa-mir-521-1"	"MI0003176"	0	19	54251890	54251976	1
"hsa-mir-522"	"MI0003177"	0	19	54254465	54254551	1
"hsa-mir-519a-1"	"MI0003178"	0	19	54255651	54255735	1
"hsa-mir-527"	"MI0003179"	0	19	54257272	54257356	1
"hsa-mir-516a-1"	"MI0003180"	0	19	54259995	54260084	1
"hsa-mir-1283-2"	"MI0006430"	0	19	54261486	54261572	1
"hsa-mir-516a-2"	"MI0003181"	0	19	54264387	54264476	1
"hsa-mir-519a-2"	"MI0003182"	0	19	54265598	54265684	1
"hsa-mir-371"	"MI0000779"	0	19	54290929	54290995	1
"hsa-mir-372"	"MI0000780"	0	19	54291144	54291210	1
"hsa-mir-373"	"MI0000781"	0	19	54291959	54292027	1
"hsa-mir-935"	"MI0005757"	0	19	54485561	54485651	1
"hsa-mir-1274b"	"MI0006427"	0	19	58024375	58024441	-1
"hsa-mir-1292"	"MI0006433"	0	20	2633423	2633488	1
"hsa-mir-103-2"	"MI0000108"	0	20	3898141	3898218	1
"hsa-mir-663"	"MI0003672"	0	20	26188822	26188914	-1
"hsa-mir-1825"	"MI0008193"	0	20	30825598	30825650	1
"hsa-mir-644"	"MI0003659"	0	20	33054130	33054223	1
"hsa-mir-499"	"MI0003183"	0	20	33578179	33578300	1
"hsa-mir-1289-1"	"MI0006350"	0	20	34041776	34041919	-1
"hsa-mir-645"	"MI0003660"	0	20	49202323	49202416	1
"hsa-mir-1302-5"	"MI0006366"	0	20	49231173	49231322	-1
"hsa-mir-296"	"MI0000747"	0	20	57392670	57392749	-1
"hsa-mir-298"	"MI0005523"	0	20	57393281	57393368	-1
"hsa-mir-646"	"MI0003661"	0	20	58883532	58883625	1
"hsa-mir-1257"	"MI0006391"	0	20	60528602	60528718	-1
"hsa-mir-1-1"	"MI0000651"	0	20	61151510	61151586	1
"hsa-mir-133a-2"	"MI0000451"	0	20	61162119	61162220	1
"hsa-mir-124-3"	"MI0000445"	0	20	61809852	61809938	1
"hsa-mir-941-1"	"MI0005763"	0	20	62550845	62550935	1
"hsa-mir-941-1"	"MI0005763"	0	20	62551096	62551186	1
"hsa-mir-941-1"	"MI0005763"	0	20	62551208	62551298	1
"hsa-mir-941-1"	"MI0005763"	0	20	62551376	62551466	1
"hsa-mir-1914"	"MI0008335"	0	20	62572818	62572897	-1
"hsa-mir-647"	"MI0003662"	0	20	62573984	62574079	-1
"hsa-mir-99a"	"MI0000101"	0	21	17911409	17911489	1
"hsa-let-7c"	"MI0000064"	0	21	17912143	17912236	1
"hsa-mir-125b-2"	"MI0000470"	0	21	17962557	17962645	1
"hsa-mir-155"	"MI0000681"	0	21	26946292	26946356	1
"hsa-mir-802"	"MI0003906"	0	21	37093013	37093106	1
"hsa-mir-648"	"MI0003663"	0	22	18463634	18463727	-1
"hsa-mir-185"	"MI0000482"	0	22	20020662	20020743	1
"hsa-mir-1306"	"MI0006443"	0	22	20073581	20073665	1
"hsa-mir-1286"	"MI0006348"	0	22	20236657	20236734	-1
"hsa-mir-649"	"MI0003664"	0	22	21388465	21388561	-1
"hsa-mir-301b"	"MI0005568"	0	22	22007270	22007347	1
"hsa-mir-130b"	"MI0000748"	0	22	22007593	22007674	1
"hsa-mir-650"	"MI0003665"	0	22	23165270	23165365	1
"hsa-mir-548j"	"MI0006345"	0	22	26951178	26951289	-1
"hsa-mir-658"	"MI0003682"	0	22	38240279	38240378	-1
"hsa-mir-659"	"MI0003683"	0	22	38243685	38243781	-1
"hsa-mir-1281"	"MI0006428"	0	22	41488517	41488570	1
"hsa-mir-33a"	"MI0000091"	0	22	42296948	42297016	1
"hsa-mir-1249"	"MI0006384"	0	22	45596835	45596900	-1
"hsa-let-7a-3"	"MI0000062"	0	22	46508629	46508702	1
"hsa-let-7b"	"MI0000063"	0	22	46509566	46509648	1
"hsa-mir-651"	"MI0003666"	0	23	8095006	8095102	1
"hsa-mir-548f-5"	"MI0006378"	0	23	32659591	32659676	-1
"hsa-mir-221"	"MI0000298"	0	23	45605585	45605694	-1
"hsa-mir-222"	"MI0000299"	0	23	45606421	45606530	-1
"hsa-mir-532"	"MI0003205"	0	23	49767754	49767844	1
"hsa-mir-188"	"MI0000484"	0	23	49768109	49768194	1
"hsa-mir-500"	"MI0003184"	0	23	49773039	49773122	1
"hsa-mir-362"	"MI0000762"	0	23	49773572	49773636	1
"hsa-mir-501"	"MI0003185"	0	23	49774330	49774413	1
"hsa-mir-660"	"MI0003684"	0	23	49777849	49777945	1
"hsa-mir-502"	"MI0003186"	0	23	49779206	49779291	1
"hsa-mir-98"	"MI0000100"	0	23	53583184	53583302	-1
"hsa-let-7f-2"	"MI0000068"	0	23	53584153	53584235	-1
"hsa-mir-1468"	"MI0003782"	0	23	63005882	63005967	-1
"hsa-mir-223"	"MI0000300"	0	23	65238712	65238821	1
"hsa-mir-421"	"MI0003685"	0	23	73438212	73438296	-1
"hsa-mir-374b"	"MI0005566"	0	23	73438382	73438453	-1
"hsa-mir-545"	"MI0003516"	0	23	73506939	73507044	-1
"hsa-mir-374a"	"MI0000782"	0	23	73507121	73507192	-1
"hsa-mir-325"	"MI0000824"	0	23	76225829	76225926	-1
"hsa-mir-548i-4"	"MI0006424"	0	23	83480760	83480836	-1
"hsa-mir-361"	"MI0000760"	0	23	85158641	85158712	-1
"hsa-mir-548m"	"MI0006400"	0	23	94318140	94318225	-1
"hsa-mir-652"	"MI0003667"	0	23	109298557	109298654	1
"hsa-mir-1912"	"MI0008333"	0	23	113886019	113886098	1
"hsa-mir-1298"	"MI0003938"	0	23	113949650	113949761	1
"hsa-mir-1911"	"MI0008332"	0	23	113997744	113997823	1
"hsa-mir-448"	"MI0001637"	0	23	114058017	114058127	1
"hsa-mir-1277"	"MI0006419"	0	23	117520357	117520434	1
"hsa-mir-766"	"MI0003836"	0	23	118780701	118780811	-1
"hsa-mir-220a"	"MI0000297"	0	23	122695946	122696055	-1
"hsa-mir-363"	"MI0000764"	0	23	133303408	133303482	-1
"hsa-mir-92a-2"	"MI0000094"	0	23	133303568	133303642	-1
"hsa-mir-19b-2"	"MI0000075"	0	23	133303701	133303797	-1
"hsa-mir-20b"	"MI0001519"	0	23	133303839	133303907	-1
"hsa-mir-106a"	"MI0000113"	0	23	133304228	133304308	-1
"hsa-mir-450b"	"MI0005531"	0	23	133674215	133674292	-1
"hsa-mir-450a-1"	"MI0001652"	0	23	133674371	133674461	-1
"hsa-mir-450a-2"	"MI0003187"	0	23	133674538	133674637	-1
"hsa-mir-542"	"MI0003686"	0	23	133675371	133675467	-1
"hsa-mir-503"	"MI0003188"	0	23	133680358	133680428	-1
"hsa-mir-424"	"MI0001446"	0	23	133680644	133680741	-1
"hsa-mir-934"	"MI0005756"	0	23	135633037	135633119	1
"hsa-mir-504"	"MI0003189"	0	23	137749872	137749954	-1
"hsa-mir-505"	"MI0003190"	0	23	139006307	139006390	-1
"hsa-mir-320d-2"	"MI0008192"	0	23	140008337	140008384	-1
"hsa-mir-890"	"MI0005533"	0	23	145075793	145075869	-1
"hsa-mir-888"	"MI0005537"	0	23	145076302	145076378	-1
"hsa-mir-892a"	"MI0005528"	0	23	145078187	145078261	-1
"hsa-mir-892b"	"MI0005538"	0	23	145078716	145078792	-1
"hsa-mir-891b"	"MI0005534"	0	23	145082571	145082649	-1
"hsa-mir-891a"	"MI0005524"	0	23	145109312	145109390	-1
"hsa-mir-513c"	"MI0006649"	0	23	146271222	146271305	-1
"hsa-mir-513b"	"MI0006648"	0	23	146280562	146280645	-1
"hsa-mir-513a-1"	"MI0003191"	0	23	146294981	146295109	-1
"hsa-mir-513a-2"	"MI0003192"	0	23	146307344	146307470	-1
"hsa-mir-506"	"MI0003193"	0	23	146312238	146312361	-1
"hsa-mir-507"	"MI0003194"	0	23	146312502	146312595	-1
"hsa-mir-508"	"MI0003195"	0	23	146318431	146318545	-1
"hsa-mir-509-2"	"MI0005530"	0	23	146340278	146340368	-1
"hsa-mir-509-3"	"MI0005717"	0	23	146341170	146341244	-1
"hsa-mir-509-2"	"MI0005530"	0	23	146342050	146342143	-1
"hsa-mir-510"	"MI0003197"	0	23	146353853	146353926	-1
"hsa-mir-514-1"	"MI0003198"	0	23	146360765	146360862	-1
"hsa-mir-514-2"	"MI0003199"	0	23	146363461	146363548	-1
"hsa-mir-514-2"	"MI0003199"	0	23	146366159	146366246	-1
"hsa-mir-224"	"MI0000301"	0	23	151127050	151127130	-1
"hsa-mir-452"	"MI0001733"	0	23	151128100	151128184	-1
"hsa-mir-105-1"	"MI0000111"	0	23	151560691	151560771	-1
"hsa-mir-767"	"MI0003763"	0	23	151561893	151562001	-1
"hsa-mir-105-2"	"MI0000112"	0	23	151562884	151562964	-1
"hsa-mir-1184"	"MI0006277"	0	23	154115635	154115733	-1
"hsa-mir-1184"	"MI0006277"	0	23	154612749	154612847	-1
"hsa-mir-1184"	"MI0006277"	0	23	154687178	154687276	1
